,,,,,,,Playing Time,,,,,,Starts,,Subs,,,Team Success,,,,,,Team Success (xG),,,,,
255,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,es Valencia,32,1986,5,364,73,50.6,4.0,4,90,4,1,4,0,1.60,7,7,0,0.00,+0.51,7.1,7.7,-0.6,-0.14,+0.08,Matches
256,Eric García\Eric-Garcia,es ESP,DF,eng Manchester City,18,2001,2,180,90,22.2,2.0,2,90,2,0,,4,1.50,5,4,+1,+0.50,-1.07,4.9,1.4,+3.5,+1.74,0.00,Matches
257,Mateo García\Mateo-Garcia,ar ARG,FWMF,rs Red Star,22,1996,6,487,81,90.2,5.4,6,81,3,0,,0,0.63,3,17,-14,-2.59,+2.51,3.9,15.3,-11.3,-2.10,+1.31,Matches
258,Bruno Gaspar\Bruno-Gaspar,ao ANG,DF,gr Olympiacos,26,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
259,Mario Gavranović\Mario-Gavranovic,ch SUI,FW,hr Dinamo Zagreb,29,1989,3,84,28,15.6,0.9,1,61,0,2,12,2,1.88,2,2,0,0.00,+0.59,1.4,2.0,-0.6,-0.63,+0.82,Matches
260,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,eng Tottenham,27,1992,4,360,90,50.0,4.0,4,90,4,0,,4,2.25,14,5,+9,+2.25,+4.50,8.3,6.0,+2.2,+0.56,+0.77,Matches
261,Ludovico Gelmi\Ludovico-Gelmi,it ITA,GK,it Atalanta,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
262,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,it Napoli,28,1991,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
263,Billy Gilmour\Billy-Gilmour,sco SCO,MF,eng Chelsea,18,2001,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
264,Olivier Giroud\Olivier-Giroud,fr FRA,FW,eng Chelsea,32,1986,3,88,29,12.2,1.0,1,60,0,2,14,3,0.00,0,4,-4,-4.09,-4.09,1.4,2.4,-0.9,-0.96,-1.65,Matches
265,Serge Gnabry\Serge-Gnabry,de GER,FW,de Bayern Munich,24,1995,10,761,76,76.9,8.5,9,82,3,1,25,1,3.00,30,8,+22,+2.60,-2.51,23.4,9.8,+13.7,+1.62,-1.64,Matches
266,Marko Gobeljić\Marko-Gobeljic,rs SRB,DF,rs Red Star,26,1992,6,495,83,91.7,5.5,6,83,5,0,,0,1.08,3,17,-14,-2.55,+3.45,3.9,15.9,-12.0,-2.18,+0.55,Matches
267,Diego Godín\Diego-Godin,uy URU,DF,it Inter,33,1986,5,450,90,83.3,5.0,5,90,5,0,,1,1.20,9,8,+1,+0.20,+0.20,7.4,7.4,0.0,0.00,-0.19,Matches
268,Amer Gojak\Amer-Gojak,ba BIH,MF,hr Dinamo Zagreb,22,1997,5,174,35,32.2,1.9,1,80,0,4,24,0,1.64,1,6,-5,-2.59,-3.08,0.4,6.0,-5.6,-2.92,-2.36,Matches
269,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,it Atalanta,24,1995,7,630,90,77.8,7.0,7,90,7,0,,0,1.43,12,13,-1,-0.14,-0.14,13.4,11.7,+1.8,+0.25,+1.06,Matches
270,Joe Gomez\Joe-Gomez,eng ENG,DF,eng Liverpool,22,1997,7,512,73,68.3,5.7,5,89,4,2,33,1,1.86,12,10,+2,+0.35,-0.03,10.6,4.7,+5.9,+1.04,+0.80,Matches
271,Maxi Gómez\Maxi-Gomez,uy URU,FW,es Valencia,22,1996,6,419,70,58.2,4.7,5,80,3,1,21,0,1.33,9,10,-1,-0.21,+0.08,8.6,8.4,+0.2,+0.05,+0.54,Matches
272,Papu Gómez\Papu-Gomez,ar ARG,FWMF,it Atalanta,31,1988,9,708,79,87.4,7.9,9,79,3,0,,0,1.44,15,13,+2,+0.25,+2.90,15.1,11.9,+3.1,+0.40,+3.05,Matches
273,Leon Goretzka\Leon-Goretzka,de GER,MF,de Bayern Munich,24,1995,8,520,65,52.5,5.8,6,86,3,2,3,1,3.00,20,3,+17,+2.94,-0.50,17.5,6.3,+11.2,+1.94,-0.12,Matches
274,Robin Gosens\Robin-Gosens,de GER,DF,it Atalanta,25,1994,8,655,82,80.9,7.3,7,89,6,1,34,0,1.50,15,14,+1,+0.14,+1.30,14.4,12.3,+2.1,+0.28,+1.40,Matches
275,Mario Götze\Mario-Gotze,de GER,FW,de Dortmund,27,1992,4,74,19,10.3,0.8,1,63,0,3,4,4,1.50,2,2,0,0.00,+0.14,2.2,1.1,+1.2,+1.41,+1.55,Matches
276,Amine Gouiri\Amine-Gouiri,fr FRA,FW,fr Lyon,19,2000,1,8,8,0.9,0.1,0,,0,1,8,0,0.00,0,1,-1,-11.25,-11.35,0.0,0.1,-0.1,-0.99,-0.40,Matches
277,Pablo Gozalbez\Pablo-Gozalbez,es ESP,MF,es Valencia,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
278,Antoine Griezmann\Antoine-Griezmann,fr FRA,FWMF,es Barcelona,28,1991,9,653,73,80.6,7.3,7,78,2,2,55,0,2.00,12,10,+2,+0.28,+0.85,10.0,10.7,-0.7,-0.09,+0.25,Matches
279,Álex Grimaldo\Alex-Grimaldo,es ESP,DF,pt Benfica,23,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,10,11,-1,-0.17,,7.5,8.8,-1.3,-0.21,,Matches
280,Gonçalo Guedes\Goncalo-Guedes,pt POR,FWMF,es Valencia,22,1996,3,198,66,27.5,2.2,2,77,1,1,45,1,0.00,2,9,-7,-3.18,-4.04,4.7,3.3,+1.3,+0.61,+1.08,Matches
281,Marc Guéhi\Marc-Guehi,eng ENG,DF,eng Chelsea,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
282,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,DF,de Dortmund,25,1993,8,550,69,76.4,6.1,6,90,6,2,5,0,1.63,7,8,-1,-0.16,-0.16,8.8,9.1,-0.3,-0.05,-0.27,Matches
283,Guilherme\Guilherme,br BRA,MF,gr Olympiacos,28,1991,5,450,90,83.3,5.0,5,90,5,0,,1,1.82,7,11,-4,-0.80,+1.20,7.1,9.8,-2.7,-0.54,-0.11,Matches
284,Hugo Guillamón\Hugo-Guillamon,es ESP,DF,es Valencia,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
285,Bruno Guimarães\Bruno-Guimaraes,br BRA,MF,fr Lyon,21,1997,4,294,74,32.7,3.3,4,74,2,0,,0,1.50,3,5,-2,-0.61,-0.91,2.9,5.6,-2.7,-0.83,-0.35,Matches
286,Péter Gulácsi\Peter-Gulacsi,hu HUN,GK,de RB Leipzig,29,1990,10,873,87,97.0,9.7,10,87,9,0,,0,2.00,14,12,+2,+0.21,-6.46,14.2,11.1,+3.0,+0.31,-5.89,Matches
287,İlkay Gündoğan\Ilkay-Gundogan,de GER,MF,eng Manchester City,28,1990,9,810,90,100.0,9.0,9,90,9,0,,0,2.22,21,9,+12,+1.33,,22.5,6.8,+15.7,+1.74,,Matches
288,Gökay Güney\Gokay-Guney,tr TUR,MF,tr Galatasaray,20,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
289,Erling Haaland\Erling-Haaland,no NOR,FW,at RB Salzburg,19,2000,6,373,62,69.1,4.1,4,77,1,2,32,0,1.17,12,10,+2,+0.48,-0.06,9.4,7.3,+2.2,+0.52,+1.19,Matches
290,Erling Haaland\Erling-Haaland,no NOR,FW,de Dortmund,19,2000,2,180,90,25.0,2.0,2,90,2,0,,0,1.50,2,3,-1,-0.50,-0.50,1.5,2.5,-1.0,-0.49,-0.67,Matches
291,Ianis Hagi\Ianis-Hagi,ro ROU,MF,be Genk,20,1998,5,143,29,26.5,1.6,1,89,0,4,14,1,0.20,2,2,0,0.00,+3.40,3.0,4.4,-1.4,-0.91,+0.74,Matches
292,Amadou Haidara\Amadou-Haidara,ml MLI,MFFW,de RB Leipzig,21,1998,7,271,39,30.1,3.0,2,74,1,5,25,3,2.29,6,4,+2,+0.66,+0.38,6.3,4.0,+2.2,+0.74,+0.36,Matches
293,Izet Hajrović\Izet-Hajrovic,ba BIH,MF,hr Dinamo Zagreb,27,1991,1,10,10,1.9,0.1,0,,0,1,10,2,2.00,0,1,-1,-9.00,-8.66,0.1,0.9,-0.8,-7.47,-6.27,Matches
294,Achraf Hakimi\Achraf-Hakimi,ma MAR,DFFW,de Dortmund,20,1998,8,707,88,98.2,7.9,8,88,5,0,,0,1.63,10,11,-1,-0.13,-0.13,11.2,11.0,+0.2,+0.03,+0.81,Matches
295,Marcel Halstenberg\Marcel-Halstenberg,de GER,DF,de RB Leipzig,27,1991,7,516,74,57.3,5.7,6,81,4,1,29,1,2.14,9,3,+6,+1.05,+1.52,7.1,5.7,+1.4,+0.25,-0.57,Matches
296,Samir Handanović\Samir-Handanovic,si SVN,GK,it Inter,35,1984,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,10,9,+1,+0.17,,8.5,8.2,+0.2,+0.04,,Matches
297,Taylor Harwood-Bellis\Taylor-Harwood-Bellis,eng ENG,DF,eng Manchester City,17,2002,1,9,9,1.1,0.1,0,,0,1,9,1,3.00,1,0,+1,+10.00,+8.76,0.9,0.1,+0.8,+8.30,+6.63,Matches
298,Hans Hateboer\Hans-Hateboer,nl NED,DF,it Atalanta,25,1994,9,590,66,72.8,6.6,7,81,5,2,10,0,1.44,14,12,+2,+0.31,+1.53,11.4,12.3,-0.9,-0.14,-0.57,Matches
299,Kai Havertz\Kai-Havertz,de GER,MFFW,de Leverkusen,20,1999,5,432,86,80.0,4.8,5,86,3,0,,0,0.60,3,7,-4,-0.83,-0.83,4.0,4.9,-0.9,-0.19,+0.80,Matches
300,Eden Hazard\Eden-Hazard,be BEL,FW,es Real Madrid,28,1991,6,454,76,63.1,5.0,6,76,1,0,,0,1.33,9,6,+3,+0.59,+0.26,10.5,6.2,+4.3,+0.85,+1.07,Matches
301,Thorgan Hazard\Thorgan-Hazard,be BEL,FW,de Dortmund,26,1993,7,475,68,66.0,5.3,6,76,0,1,17,1,1.86,6,6,0,0.00,+0.37,7.8,5.4,+2.4,+0.45,+1.28,Matches
302,Hwang Hee-chan\Hwang-Hee-chan,kr KOR,FW,at RB Salzburg,23,1996,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,16,13,+3,+0.50,,12.3,11.4,+0.9,+0.15,,Matches
303,Jordan Henderson\Jordan-Henderson,eng ENG,MF,eng Liverpool,29,1990,6,511,85,68.1,5.7,6,85,2,0,,1,1.17,8,8,0,0.00,-1.13,9.9,5.9,+4.0,+0.71,-0.23,Matches
304,Mario Hermoso\Mario-Hermoso,es ESP,DF,es Atlético Madrid,24,1995,5,353,71,42.0,3.9,3,90,3,2,42,2,1.80,4,3,+1,+0.25,-0.30,5.6,1.6,+4.0,+1.03,+0.69,Matches
305,Lucas Hernández\Lucas-Hernandez,fr FRA,DF,de Bayern Munich,23,1996,3,155,52,15.7,1.7,2,74,1,1,7,4,3.00,6,1,+5,+2.90,-0.33,5.4,0.6,+4.8,+2.80,+0.95,Matches
306,Ander Herrera\Ander-Herrera,es ESP,MF,fr Paris S-G,29,1989,6,324,54,32.7,3.6,4,74,0,2,15,1,2.50,7,2,+5,+1.39,-0.50,8.1,3.1,+5.0,+1.40,+0.30,Matches
307,Héctor Herrera\Hector-Herrera,mx MEX,MF,es Atlético Madrid,29,1990,6,265,44,31.5,2.9,3,69,1,3,20,1,1.17,3,2,+1,+0.34,-0.13,2.7,1.3,+1.4,+0.48,-0.21,Matches
308,Son Heung-min\Son-Heung-min,kr KOR,FW,eng Tottenham,27,1992,6,365,61,50.7,4.1,4,80,2,2,22,0,1.67,13,9,+4,+0.99,+2.00,9.9,4.6,+5.3,+1.31,+2.29,Matches
309,Bryan Heynen\Bryan-Heynen,be BEL,MF,be Genk,22,1997,4,265,66,49.1,2.9,3,88,2,1,1,0,0.25,4,12,-8,-2.72,-0.43,2.1,7.2,-5.1,-1.75,-0.57,Matches
310,Gonzalo Higuaín\Gonzalo-Higuain,ar ARG,FW,it Juventus,31,1987,8,510,64,70.8,5.7,5,86,3,3,26,0,2.38,12,3,+9,+1.59,+2.02,9.0,6.5,+2.5,+0.45,+0.29,Matches
311,Marwin Hitz\Marwin-Hitz,ch SUI,GK,de Dortmund,31,1987,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
312,Ron-Thorben Hoffmann\Ron-Thorben-Hoffmann,de GER,GK,de Bayern Munich,20,1999,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
313,Tomáš Holeš\Tomas-Holes,cz CZE,DF,cz Slavia Prague,26,1993,0,,,,,0,,0,0,,2,3.00,,,,,,,,,,,Matches
314,Ethan Horvath\Ethan-Horvath,us USA,GK,be Club Brugge,24,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
315,David Hovorka\David-Hovorka,cz CZE,DF,cz Slavia Prague,25,1993,3,270,90,50.0,3.0,3,90,3,0,,0,1.40,2,5,-3,-1.00,0.00,3.8,4.9,-1.1,-0.35,+0.54,Matches
316,Benedikt Höwedes\Benedikt-Howedes,de GER,DF,ru Loko Moscow,31,1988,6,540,90,100.0,6.0,6,90,6,0,,0,0.50,4,11,-7,-1.17,,5.6,12.6,-7.0,-1.17,,Matches
317,Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,de Leverkusen,29,1989,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,5,9,-4,-0.67,,4.9,7.0,-2.1,-0.35,,Matches
318,Patrik Hrošovský\Patrik-Hrosovsky,sk SVK,MF,be Genk,27,1992,5,412,82,76.3,4.6,5,82,3,0,,1,0.20,3,14,-11,-2.40,+0.41,4.4,11.9,-7.5,-1.64,-0.76,Matches
319,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FWMF,eng Chelsea,18,2000,5,263,53,36.5,2.9,2,90,1,3,28,0,2.00,6,5,+1,+0.34,+1.33,6.0,4.0,+2.0,+0.70,+0.33,Matches
320,Mats Hummels\Mats-Hummels,de GER,DF,de Dortmund,30,1988,8,720,90,100.0,8.0,8,90,8,0,,0,1.63,10,11,-1,-0.12,,11.4,11.3,+0.1,+0.02,,Matches
321,Klaas-Jan Huntelaar\Klaas-Jan-Huntelaar,nl NED,FW,nl Ajax,35,1983,4,37,9,6.9,0.4,0,,0,4,9,2,1.75,0,0,0,0.00,-1.07,0.2,0.5,-0.2,-0.60,+0.15,Matches
322,Jonas Hupe\Jonas-Hupe,de GER,GK,de Dortmund,19,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
323,Josef Hušbauer\Josef-Husbauer,cz CZE,MF,cz Slavia Prague,29,1990,5,209,42,38.7,2.3,2,80,1,3,17,1,0.40,2,2,0,0.00,+1.63,2.9,2.7,+0.2,+0.09,+1.16,Matches
324,Elseid Hysaj\Elseid-Hysaj,al ALB,DF,it Napoli,25,1994,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
325,Roger Ibanez\Roger-Ibanez,br BRA,DF,it Atalanta,20,1998,1,20,20,2.5,0.2,0,,0,1,20,1,3.00,2,0,+2,+9.00,+9.34,1.0,0.1,+0.9,+3.84,+3.92,Matches
326,Mauro Icardi\Mauro-Icardi,ar ARG,FW,fr Paris S-G,26,1993,7,473,68,47.8,5.3,7,68,0,0,,4,2.71,11,2,+9,+1.71,-0.03,9.4,5.1,+4.3,+0.82,-0.73,Matches
327,Brian Idowu\Brian-Idowu,ng NGA,DF,ru Loko Moscow,27,1992,4,239,60,44.3,2.7,2,90,2,2,30,2,0.75,1,6,-5,-1.88,-1.28,1.3,7.2,-5.9,-2.21,-1.87,Matches
328,Vladislav Ignatyev\Vladislav-Ignatyev,ru RUS,DFMF,ru Loko Moscow,32,1987,5,439,88,81.3,4.9,5,88,4,0,,0,0.60,4,9,-5,-1.03,+0.76,5.5,9.8,-4.3,-0.89,+1.49,Matches
329,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,fr Lille,21,1998,4,239,60,44.3,2.7,3,71,1,1,26,1,0.25,2,6,-4,-1.51,+0.29,3.8,3.9,-0.1,-0.02,+0.64,Matches
330,Josip Iličić\Josip-Ilicic,si SVN,FW,it Atalanta,31,1988,7,514,73,63.5,5.7,6,81,3,1,30,0,1.43,11,15,-4,-0.70,-1.61,9.6,11.9,-2.3,-0.41,-1.16,Matches
331,Selçuk İnan\Selcuk-Inan,tr TUR,MFFW,tr Galatasaray,34,1985,2,61,31,11.3,0.7,0,,0,2,31,3,0.50,0,4,-4,-5.90,-4.21,0.1,2.6,-2.5,-3.71,-1.76,Matches
332,Garissone Innocent\Garissone-Innocent,ht HAI,GK,fr Paris S-G,19,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
333,Lorenzo Insigne\Lorenzo-Insigne,it ITA,MFFW,it Napoli,28,1991,5,349,70,48.5,3.9,4,81,2,1,26,1,1.60,4,6,-2,-0.52,-2.21,5.9,4.7,+1.2,+0.32,-0.21,Matches
334,Isco\Isco,es ESP,MFFW,es Real Madrid,27,1992,4,270,68,37.5,3.0,3,82,0,1,23,3,1.75,7,4,+3,+1.00,+0.80,6.4,5.0,+1.4,+0.48,+0.03,Matches
335,Ismaily\Ismaily,br BRA,DF,ua Shakhtar,29,1990,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,8,13,-5,-0.83,,6.7,12.5,-5.8,-0.97,,Matches
336,Junya Ito\Junya-Ito,jp JPN,MFFW,be Genk,26,1993,6,437,73,80.9,4.9,6,73,1,0,,0,0.17,2,17,-15,-3.09,-3.09,3.7,11.9,-8.2,-1.69,-1.21,Matches
337,Mirko Ivanić\Mirko-Ivanic,me MNE,MF,rs Red Star,25,1993,2,105,53,19.4,1.2,1,90,1,1,15,1,1.30,0,2,-2,-1.71,+1.39,1.3,4.3,-3.1,-2.62,-0.49,Matches
338,Branislav Ivanović\Branislav-Ivanovic,rs SRB,DF,ru Zenit,35,1984,6,519,87,96.1,5.8,6,87,5,0,,0,1.17,7,9,-2,-0.35,-0.35,5.7,8.0,-2.3,-0.39,-1.12,Matches
339,Luka Ivanušec\Luka-Ivanusec,hr CRO,MFDF,hr Dinamo Zagreb,20,1998,4,101,25,18.7,1.1,1,66,0,3,12,1,1.25,2,4,-2,-1.78,-1.58,1.3,4.6,-3.3,-2.95,-2.01,Matches
340,Reece James\Reece-James,eng ENG,DF,eng Chelsea,19,1999,6,382,64,53.1,4.2,4,84,3,2,23,1,1.33,7,11,-4,-0.94,-0.94,8.0,9.7,-1.7,-0.40,-1.91,Matches
341,Jardel\Jardel,br BRA,DF,pt Benfica,33,1986,2,165,83,30.6,1.8,1,90,1,1,75,4,0.00,2,5,-3,-1.64,-2.12,1.8,3.1,-1.3,-0.70,-0.70,Matches
342,Javi\Javi,es ESP,DF,es Real Madrid,21,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
343,Gabriel Jesus\Gabriel-Jesus,br BRA,FWMF,eng Manchester City,22,1997,8,589,74,72.7,6.5,7,84,5,1,2,1,2.13,14,8,+6,+0.92,-1.53,14.8,4.9,+10.0,+1.52,-0.81,Matches
344,Curtis Jones\Curtis-Jones,eng ENG,MF,eng Liverpool,18,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
345,Frenkie de Jong\Frenkie-de-Jong,nl NED,MF,es Barcelona,22,1997,9,748,83,92.3,8.3,8,90,8,1,28,0,2.00,14,13,+1,+0.12,+0.12,12.5,13.8,-1.3,-0.16,-0.26,Matches
346,Siem de Jong\Siem-de-Jong,nl NED,MF,nl Ajax,30,1989,4,13,3,2.4,0.1,0,,0,4,3,2,1.50,0,0,0,0.00,-1.02,0.3,0.3,-0.1,-0.59,+0.15,Matches
347,Jorginho\Jorginho,it ITA,MF,eng Chelsea,27,1991,7,611,87,84.9,6.8,7,87,6,0,,0,1.57,11,11,0,0.00,+3.30,14.4,7.9,+6.5,+0.96,+3.09,Matches
348,Jota\Jota,pt POR,FW,pt Benfica,20,1999,2,67,34,12.4,0.7,1,66,0,1,1,1,0.50,0,0,0,0.00,+0.19,,,,,,Matches
349,Dušan Jovančić\Dusan-Jovancic,rs SRB,MF,rs Red Star,28,1990,3,176,59,32.6,2.0,3,59,0,0,,0,1.50,0,5,-5,-2.56,+0.41,0.9,4.1,-3.2,-1.65,+0.85,Matches
350,Luka Jović\Luka-Jovic,rs SRB,FW,es Real Madrid,21,1997,5,121,24,16.8,1.3,1,76,0,4,11,3,1.20,2,2,0,0.00,-0.60,1.8,2.0,-0.2,-0.14,-0.72,Matches
351,Vinicius Júnior\Vinicius-Junior,br BRA,FW,es Real Madrid,19,2000,5,194,39,26.9,2.2,2,73,0,3,16,1,1.40,4,2,+2,+0.93,+0.59,2.5,2.9,-0.4,-0.19,-0.89,Matches
352,Zlatko Junuzović\Zlatko-Junuzovic,at AUT,MF,at RB Salzburg,31,1987,6,504,84,93.3,5.6,6,84,4,0,,0,1.17,16,13,+3,+0.54,+0.54,12.2,10.2,+2.1,+0.37,+3.23,Matches
353,Işık Kaan Arslan\Isik-Kaan-Arslan,tr TUR,DF,tr Galatasaray,18,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
354,Damian Kądzior\Damian-Kadzior,pl POL,MF,hr Dinamo Zagreb,27,1992,2,59,30,10.9,0.7,1,58,0,1,1,3,1.75,1,5,-4,-6.10,-6.29,0.2,2.2,-2.0,-3.08,-1.97,Matches
355,Arnaud Kalimuendo\Arnaud-Kalimuendo,fr FRA,FW,fr Paris S-G,17,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
356,Kevin Kampl\Kevin-Kampl,si SVN,MF,de RB Leipzig,28,1990,4,288,72,32.0,3.2,3,81,2,1,45,0,2.25,5,5,0,0.00,-0.59,3.2,4.4,-1.2,-0.37,-1.27,Matches
357,Harry Kane\Harry-Kane,eng ENG,FW,eng Tottenham,26,1993,5,450,90,62.5,5.0,5,90,5,0,,0,2.00,17,11,+6,+1.20,+3.20,11.3,6.1,+5.2,+1.04,+2.31,Matches
358,Lee Kangin\Lee-Kangin,kr KOR,MFFW,es Valencia,18,2001,5,127,25,17.6,1.4,1,53,0,4,19,1,1.60,1,3,-2,-1.42,-1.42,2.0,2.6,-0.6,-0.45,-0.33,Matches
359,N'Golo Kanté\NGolo-Kante,fr FRA,MF,eng Chelsea,28,1991,4,360,90,50.0,4.0,4,90,4,0,,1,1.75,7,8,-1,-0.25,+0.50,7.2,6.6,+0.6,+0.14,-0.70,Matches
360,Vyacheslav Karavayev\Vyacheslav-Karavayev,ru RUS,DF,ru Zenit,24,1995,6,415,69,76.9,4.6,4,87,3,2,34,0,1.17,6,8,-2,-0.43,-0.43,4.2,7.1,-2.9,-0.62,-1.18,Matches
361,Orestis Karnezis\Orestis-Karnezis,gr GRE,GK,it Napoli,34,1985,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
362,Thilo Kehrer\Thilo-Kehrer,de GER,DF,fr Paris S-G,22,1996,5,376,75,38.0,4.2,4,90,4,1,16,1,2.40,8,2,+6,+1.44,-0.47,9.6,3.1,+6.5,+1.55,+0.57,Matches
363,Naby Keïta\Naby-Keita,gn GUI,MFFW,eng Liverpool,24,1995,4,250,63,33.3,2.8,3,83,1,1,1,1,3.00,8,2,+6,+2.16,+2.70,6.6,2.1,+4.5,+1.62,+1.26,Matches
364,Caoimhín Kelleher\Caoimhin-Kelleher,ie IRL,GK,eng Liverpool,20,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
365,Mikhail Kerzhakov\Mikhail-Kerzhakov,ru RUS,GK,ru Zenit,32,1987,4,360,90,66.7,4.0,4,90,4,0,,2,0.75,3,7,-4,-1.00,-2.00,2.4,6.0,-3.6,-0.89,-1.63,Matches
366,Sami Khedira\Sami-Khedira,de GER,MF,it Juventus,32,1987,5,262,52,36.4,2.9,4,64,0,1,5,0,2.60,5,2,+3,+1.03,+0.05,4.8,3.4,+1.3,+0.46,+0.15,Matches
367,Davit Khocholava\Davit-Khocholava,ge GEO,DF,ua Shakhtar,26,1993,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
368,Joshua Kimmich\Joshua-Kimmich,de GER,DFMF,de Bayern Munich,24,1995,11,903,82,91.2,10.0,10,88,9,1,23,0,3.00,36,8,+28,+2.79,-4.45,28.5,10.4,+18.1,+1.80,-2.16,Matches
369,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,fr Paris S-G,23,1995,10,900,90,90.9,10.0,10,90,10,0,,0,2.20,20,6,+14,+1.40,-3.60,19.9,10.4,+9.5,+0.95,-2.73,Matches
370,Simon Kjær\Simon-Kjaer,dk DEN,DF,it Atalanta,30,1989,1,90,90,11.1,1.0,1,90,1,0,,2,3.00,2,0,+2,+2.00,+2.37,3.1,0.3,+2.8,+2.83,+3.17,Matches
371,Lukas Klostermann\Lukas-Klostermann,de GER,DF,de RB Leipzig,23,1996,10,809,81,89.9,9.0,9,89,8,1,8,0,2.00,14,12,+2,+0.22,-1.76,15.0,10.2,+4.9,+0.54,+0.54,Matches
372,Anton Kochenkov\Anton-Kochenkov,ru RUS,GK,ru Loko Moscow,32,1987,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,0,2,-2,-2.00,-1.00,0.0,2.7,-2.6,-2.64,-1.77,Matches
373,Okan Kocuk\Okan-Kocuk,tr TUR,GK,tr Galatasaray,24,1995,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
374,Philipp Köhn\Philipp-Kohn,ch SUI,GK,at RB Salzburg,21,1998,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
375,Sekou Koita\Sekou-Koita,ml MLI,MF,at RB Salzburg,19,1999,1,2,2,0.4,0.0,0,,0,1,2,2,0.00,0,0,0,0.00,-0.50,0.0,0.0,0.0,+1.39,+1.25,Matches
376,Koke\Koke,es ESP,MF,es Atlético Madrid,27,1992,9,796,88,94.8,8.8,9,88,5,0,,0,1.78,12,9,+3,+0.34,-1.71,12.6,6.8,+5.8,+0.66,+0.61,Matches
377,Ondřej Kolář\Ondrej-Kolar,cz CZE,GK,cz Slavia Prague,24,1994,6,540,90,100.0,6.0,6,90,6,0,,0,1.00,4,10,-6,-1.00,,7.7,11.4,-3.7,-0.62,,Matches
378,Aleksandr Kolomeytsev\Aleksandr-Kolomeytsev,ru RUS,MFFW,ru Loko Moscow,30,1989,3,22,7,4.1,0.2,0,,0,3,7,2,0.00,0,1,-1,-4.09,-3.05,0.1,0.8,-0.7,-3.05,-1.96,Matches
379,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,de RB Leipzig,20,1999,2,112,56,12.4,1.2,2,56,1,0,,0,1.50,2,2,0,0.00,-0.46,1.9,2.2,-0.3,-0.22,-0.81,Matches
380,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MFDF,es Valencia,26,1993,5,405,81,56.3,4.5,5,81,4,0,,0,1.40,9,9,0,0.00,+0.57,6.8,8.0,-1.2,-0.26,-0.20,Matches
381,Youssouf Koné\Youssouf-Kone,ml MLI,DF,fr Lyon,24,1995,5,393,79,43.7,4.4,4,90,4,1,33,0,1.40,7,5,+2,+0.46,+0.81,5.0,5.0,0.0,0.00,+1.05,Matches
382,Yevhen Konoplyanka\Yevhen-Konoplyanka,ua UKR,FWMF,ua Shakhtar,29,1989,4,179,45,33.1,2.0,2,65,0,2,25,1,1.25,2,4,-2,-1.01,-0.26,1.6,3.2,-1.6,-0.80,+0.25,Matches
383,Odilon Kossonou\Odilon-Kossonou,ci CIV,DF,be Club Brugge,18,2001,2,180,90,33.3,2.0,2,90,2,0,,3,0.00,1,4,-3,-1.50,-0.25,2.8,2.7,+0.1,+0.06,+0.45,Matches
